,ITN,Partners,Partners ITN
237,2224132840,"['Министерство энергетики РФ', 'ФАС России', 'Системный оператор единой энергетической системы', 'Правительство Алтайского края', 'Минпром']","['7733003284', '7705454461', '9724096053']"
238,6820010695,"['Syngenta', 'Pioneer', 'Aston', 'Yugrusi', 'Kargill', 'Sodrujestvo', 'Olam']","['7716123849', '6162015019', '6167076880', '7113502396', '2461200358']"
239,3703016440,"['Neste', 'AkzoNobel', 'Lotte', 'Sinopec', 'BAYER', 'PPG', 'AXALTA', 'BASF', 'HEMPEL']","['3920000247', '5034019048', '7704169180', '7704017596', '7530000048', '7706800837', '301711747047']"
240,7704218045,['Трест передвижки и разборки зданий (Промстрой)'],[]
241,9201515119,['Sevenergosbyt'],['9201515119']
242,2221008019,"['Барнаульская горэлектросеть', 'Craft Promotion', 'Google Play', 'Apple App Store']",['2221008019']
243,7453215550,"['RMK Group', 'Ugold', 'Chelpipe', 'Magnesit', 'Polymetal International']","['2540206105', '7706196260']"
244,5260012945,"['Siemens', 'Magnet-Tula', 'ООО НПФ «Металлимпресс»']",['5260012945']
245,3523012944,['МТЗ Северо-запад'],['3523012944']
246,1644045764,"['Tatneft', 'Tagras', 'Rosneft', 'Nestro', 'Буровая компания «Евразия»', 'Русснефть']","['1644003838', '7704630033', '7706107510', '9701168463', '8608049090', '7717133960']"
247,7705195785,"['atf-m.ru', 'pet.atf-m.ru', 'bh.atf-m.ru']",[]
248,9103007830,"['Mriya_gastro', 'vk', 'telegram', 'instagram']","['0400014449', '3443152304', '2626043808']"
249,7203258777,"['Gazprom', 'Роснефть', 'Лукоил', 'СНГ', 'Газпромнефть', 'Новатэк', 'Славнефть', 'Агрос', 'Инвестгеосервис', 'Салым Петролеум']","['7744001497', '7706107510', '7425002857', '7703623202', '5504036333', '6316031581', '7707017509', '5250023024', '7704627560', '8619017847']"
250,4704101901,"['LUKOIL', 'ExxonMobil', 'Chevron Corporation', 'BP plc', 'Royal Dutch Shell plc', 'TotalEnergies SE', 'ConocoPhillips', 'Eni SpA', 'Gazprom Neft PJSC', 'Rosneft Oil']",['7425002857']
251,1215068716,"['Gazprom', 'connectgas.ru', 'безопасныйгаз.рф', 'mrg12.ru', 'gazprommap.ru']",['7744001497']
252,7702270040,"['ФОРС', 'ФОРС Техническая поддержка', 'ФОРС Дистрибуция', 'ФОРС Телеком', 'iFORS']","['5610032972', '7702744042', '7717689531']"
253,6605002100,['Combikorm'],[]
254,3103005454,"['Белнефть', 'ООО «Даль»']","['3123410796', '9109011381']"
255,7805025346,"['О нас', 'Клиентам', 'Устойчивое развитие', 'Пресс-центр']","['5027068372', '6319263527', '7702595993', '7017047730']"
256,7804068604,['Океан'],['7813341546']
257,4716010046,['Caterpillar'],[]
258,5038111044,"['Transpcom', 'Mobirise']",[]
259,2224100213,"['Барнаульский ВРЗ', 'АО «Барнаульский вагоноремонтный завод»']","['2224100213', '2224100213']"
260,7825099392,"['Oodji', 'Oodji', 'Oodji', 'Oodji', 'Oodji', 'Oodji']",[]
261,7702753199,['iRU'],['7714957670']
262,5906043394,"['Пермцветмет', 'АО']","['5906043394', '7736035485']"
263,5047053920,['RTLabs'],['5047053920']
264,7725172747,"['Aviafluid', 'AirBaltic', 'Lufthansa', 'SAS', 'Finnair', 'Turkish Airlines', 'Austrian Airlines', 'Brussels Airlines', 'Belavia', 'Aeroflot']","['9909112967', '6232009237', '3123204264', '7712040126']"
265,3808156861,"['Forestry Company', 'Ecology Company', 'Socio-economic Partnership Company']",[]
266,7705238125,"['SPL', 'Megatron', 'Ridan', 'Veda MC', 'Geberit', 'Emirplast', 'Aquastrong', 'Grundfos', 'Vandjord', 'Shinho']","['7105515987', '9704171320', '5017050538', '7702847312', '5038098851', '5042054367', '650300923103']"
267,5402039800,"['ЭльгаУголь', 'ЭльгаУголь', 'ЭльгаУголь', 'ЭльгаУголь', 'ЭльгаУголь', 'ЭльгаУголь', 'ЭльгаУголь', 'ЭльгаДорога', 'ЭльгаДорога', 'Эльга']","['1434045743', '1434045743', '1434045743', '1434045743', '1434045743', '1434045743', '1434045743', '1434048712', '1434048712', '1434045743']"
268,7709014944,"['Газпром', 'Артемия Лебедева', 'Газпром добыча Астрахань', 'Газпром добыча Иркут']","['7736050003', '7703206417', '3006006420', '3812100646']"
269,7710868997,"['Nationalrent', 'BobcatRussia', 'DISD-Loaders', 'MitForklift', 'EarthForceRussia', 'SunwardRussia', 'EP-Com', 'Rigorus']",[]
270,4221020838,"['RAЭКС АНАЛИТИКА', 'Промрадиатор']","['7706429041', '4217190146']"
271,268021822,['АО «ВРЗ»'],['6725012043']
272,7709840210,"['LUKOIL', 'LUKOIL Group', 'LUKOIL Global', 'LUKOIL Upstream']",['7425002857']
273,7706287767,['FMC Corporation'],[]
274,7708670326,"['Sk Most', 'Gazprom Transgaz Tomsk', 'R-Industria', 'Uk Baamstroymehanizatsiya', 'Rzd', 'Td Rzd', 'Rzdstroy', 'Bet']","['7729655791', '7017005289', '7806593800', '6164295724', '7708669867']"
275,7719532487,"['Texas Instruments', 'ANALOG DEVICES', 'NICHIA', 'CISCO', 'Fujitsu', 'intel', 'TDK', 'panasonic', 'Samsung electro-mechanics', 'OSRAM', 'CREE', 'SEOUL']","['7704709276', '7710974353', '0274061460', '7725302820', '6367008340']"
276,4101134135,"['Aquavulcanos', 'Russia', 'United Kingdom']",['7714830585']
277,7728207613,"['JALUPRO', 'REPART', 'RRS', 'SKIN TECH', 'AESTHETIC DERMAL', 'КСЕОМИН', 'БЕЛОТЕРО', 'РАДИЕС', 'SoftFil']","['9728071853', '7706153795', '2539107212']"
278,5050090739,"['Molti', 'Slavyanskie Kruzheva', 'Dobryy Den', 'Vegeboom', 'Grand Voyage']","['5015277766', '4205286929']"
279,7723183670,['^'],['7715189798']
280,7801431481,"['Энергомонтаж', '1520']","['5410112902', '2630041384']"
281,1658200272,"['BKK', 'Bylko', 'Edelveys', 'Pestrechinka', 'Xlebzavod3', 'Yaratel', 'Logo', 'Bahetle', 'Giper Original', 'Arushmae', 'Metro Cash and Carry', 'Tabush', 'Kamilla', 'Казанская']","['4401135651', '7536182563', '1659072129', '1648044514', '1648022038', '5074029726', '7219010620', '7704218694', '051606821104', '0278059230', '5752083637']"
282,7715560268,"['Диасофт', 'YouTube', 'Tinkoff', 'Smart-lab', 'hh.ru']","['9715302870', '7710140679', '1800001380']"
283,7714436941,"['OZ MALL', 'Водный', 'Времена года', 'Fort tower', 'Университет', 'Стамбульский ЦМТ']","['7743167725', '9723043193', '7714086422']"
284,7710077498,"['А Зет', 'GP', 'Старт', 'Еврогарант', 'Femina', 'Dr Safe', 'quelyd']","['7710077498', '5027192115', '9721162149', '5042092563', '5009125236']"
285,7704564736,"['CASE IH', 'NEW HOLLAND', 'ALMAZ', 'DONGFENG', 'BLUE SERIES', 'TECNOMa', 'ГРЯЗИНСКИЙ КУЛТИВАТОРНЫЙ ЗАВО']","['1435138944', '7806597530', '4802002850']"
286,7709832820,['НьюТек Сервисез'],['7709832820']
287,7709261816,"['GVSU', 'Statpro']","['7709261816', '7329007115']"
288,4703074719,"['Aller Petfood', 'Aller Petfood GroupA/S']",[]
289,5050040270,"['АГРАНА', 'Бельгия', 'Босния', 'Болгария', 'Германия', 'Франция', 'Польша', 'Румыния', 'Словакия', 'Чешская Республика', 'Турция', 'Украина', 'Венгрия', 'Китай', 'Южная Корея']","['5050040270', '9909391830', '9909061487', '7714831677', '7704087000', '6165126486', '324501286060', '9909566689', '9909603919', '9909459038', '3446008108', '7706518710', '9909304404', '7002013488', '2536050617']"
290,1655107067,"['Booking.com', '101Hotels', 'Yandex', 'PlanetofHotels', 'gpsmycity']",[]
291,7729786040,"['Exide Technologies', 'Akku-Vertrieb Ltd']",[]
292,2465177981,['Krasavia'],['2411028461']
293,7839094362,['Optimatrans'],['7709851413']
294,7706811620,"['Dompe', 'Angelini', 'Фармакор Продакшен', 'APR', 'Lagopharm', 'Italfarmaco', 'Baldacci', 'Almirall', 'Expanscience', 'Recipharm', 'Кrafт', 'Bmgpharma']","['1655226522', '784211467271', '7453326003', '7804307179']"
295,1328168655,['Cheremetmarket'],[]
296,7710728534,"['H5 Retail', 'Метро', 'Ашан']","['7704218694', '7703270067']"
297,3435098928,"['LUKOIL', 'ExxonMobil', 'Chevron Corporation', 'BP plc', 'Royal Dutch Shell plc', 'TotalEnergies SE', 'ConocoPhillips', 'Eni SpA', 'Gazprom Neft PJSC', 'Rosneft Oil']",['7425002857']
298,5406305355,"['Zelenaya Marka', 'Stariy Melnik', 'Baltika', 'Kedrovica', 'Efes']","['5246029048', '3905064260', '5020037784']"
299,278096577,"['Rosneft', 'Lukoil', 'Tatneft', 'Taif', 'Bashneft', 'Gazprom Neft', 'Gazprom', 'Surgut', 'TANECO', 'SPBM TSB', 'RDK', 'Rosneft Aero']","['7706107510', '7425002857', '1644003838', '1651025328', '0277106840', '0266048970', '7744001497', '8602060555', '7840389730', '7725117665']"
300,3663108050,['Metplus-VRN'],[]
301,7449000721,"['Sberbank Leasing', 'VeB Leasing', 'FTSK', 'beb', '6 RG', 'Edina Kredit', 'DSK', 'FCE Bank', 'Sberbank']","['4205206546', '6659004368', '7724490546', '9702043795', '7707083893']"
302,7816340170,['Faza'],['6152000912']
303,7703286148,"['Russian Standard Bank', 'Imperial Private Banking', 'Russian Standard Insurance', 'Russian Standard Credit Bureau', 'Roust Corporation']",[]
304,7703286148,"['Russian Standard Bank', 'Imperial Private Banking', 'Russian Standard Insurance', 'Russian Standard Credit Bureau', 'Roust Corporation']",[]
305,6382048605,['Profil-Snab'],['6382048605']
306,7703668281,"['Компания Импэкс Электро', 'Корпорация Nexans', 'Завод Угличкабель']",['5031044110']
307,6671245923,"['Facebook', 'VK', 'Instagram', 'Telegram', 'Yandex Zen']","['0400014449', '2626043808', '3443152304']"
308,7728615387,['Thermogroup'],[]
309,2634060116,['MTZ_Belarus'],[]
310,7709468923,"['RRА', 'NMi']","['9728024420', '7718945604']"
311,5405502600,"['CLAAS', 'AMAZONE', 'LEMKEN', 'STARA', 'XAG', 'Vodar']","['5036068160', '5007049244', '0317001998', '3100003106']"
312,5005045043,['Altasib'],['5404074455']
313,7709190971,"['Sarstedt', 'Medical Wire & Equipment', 'ФБУН ЦНИИ эпидемилогии Роспотребнадзора (Amplisens)', 'Ortho Clinical Diagnostics', 'Werfen']",[]
314,7224035764,"['МСК', 'СибАгро']","['6658531386', '8505002565']"
315,1841017484,['Komos Group'],[]
316,7722184374,['Korrus'],['7722184374']
317,7731178271,"['ETS-Stroy', 'Motul']","['7701958845', '773603205007']"
318,7703768198,"['ВТБ', 'Вертолеты России', 'МВК', 'Росбанк']","['7702070139', '7731559044', '7734666492', '7730060164']"
319,2460113649,"['КрайДЭО', 'Емельяновский филиал']","['2460113649', '2465177244']"
320,7719843549,['Эколайн'],['2124019752']
321,7703427127,"['菜鸟速递', '菜鸟裹裹', '跨境快递']",[]
322,816028219,"['LUKOIL', 'ExxonMobil', 'Chevron Corporation', 'BP plc', 'Royal Dutch Shell plc', 'TotalEnergies SE', 'ConocoPhillips', 'Eni SpA', 'Gazprom Neft PJSC', 'Rosneft Oil']",['7425002857']
323,7716236962,['::2'],['2607018122']
324,7708016628,"['Московская область', 'Клин', 'Раменский', 'Балашиха', 'Дмитровский г.о.', 'Раменское', 'Красногорск']","['7729728577', '7804599595', '5040109194', '5001027276', '6229062618', '5024119276']"
325,7716168776,"['Viessmann Group', 'Viessmann Climate Solutions']",[]
326,7710516184,"['Bosch', 'Siemens', 'Neff', 'Gaggenau']","['081400014321', '6658358607', '7751520567']"
327,6670086484,"['LADA', 'LADA Granta', 'LADA Vesta', 'LADA Largus', 'LADA Niva']","['1834051678', '0571002034', '9723085242', '5222001621']"
328,7813636765,"['Sparmiks', 'Et_pb']",['7813636765']
329,273088205,"['Реал Инвест', 'Автопэк', 'Первый мясокомбинат', 'Магистраль', 'АкбарсБанк', 'Балтийский лизинг']","['2536172005', '7721618974', '5256050730', '3905056196', '7826705374']"
330,7733507267,['Chelpa'],['7447235710']
331,7728095201,['Школьник-ЮЗ'],['7728095201']
332,2801133630,"['RAO ES VR', 'RusHydro']",[]
333,5027083067,"['HOWO', 'SITRAK', 'DAYUN', 'FAW', 'SCANIA']","['5047287252', '2348043631']"
334,4700000109,"['Gazprom', 'Газпром межрегионгаз', 'ООО «Газпром межрегионгаз»', 'АО «Газпром газораспределение»', 'ООО «Газпром межрегионгаз Санкт-Петербург»']","['7744001497', '5003021311', '5003021311', '7838306818', '7838056212']"
335,6340008625,"['Gazpromneft', 'Зарубежнефть', 'Роснефть', 'Преображенскнефть', 'Руснефть', 'Транснефть', 'Azimuth Drilling', 'Недра-К', 'Нефтьинвест', 'Лукойl', 'Башнефть']","['8905000428', '7701350084', '7706107510', '5612016253', '7707460340', '7706061801', '5610067904', '5603010819', '7708004767', '0277106840']"
336,8901030855,"['Slenergo', 'Rek-Yamal', 'Eric-Yanao', 'Lkul.Slenergo', 'ЯНАО']","['8901040236', '9102280018']"
337,7702148410,['BeautifulSoup'],[]
338,7703674775,"['DEKRA KONSTRAKSHN', 'АО «ДЕКРА КОНСТРАКШН»']","['7703674775', '7703674775']"
339,4401055212,['Specta'],[]
340,2465021078,"['Viasgroup', 'Bonduelle', 'Ritter', 'Haribo', 'Mavr', 'Махеев']","['7704252536', '7709403651', '5902061593', '164609534014']"
341,3666062693,"['Магnet', 'Пятёрочка', 'Перекрёсток', 'Карусель', 'Лента', 'Ашан', 'Дикси', 'Окей', 'Билла', 'Метро', 'Линия гипермаркет', 'Торговая сеть Европа']","['6319010886', '6907009824', '7728029110', '7717689933', '7814148471', '7703270067', '7704249540', '7826087713', '9728131485', '7704218694', '7130029109']"
342,5249015251,"['Vkontakte', 'Facebook', 'Odnoklassniki']","['7842349892', '1511018610']"
343,7725600174,['MAHLE'],['522501495139']
344,7816377614,"['Danogips', 'КГ Строй Системы']",['7816377614']
345,8614005076,"['Gaz', 'Rosneft', 'Ritek', 'Transneft']","['7736035485', '7706107510', '6317130144', '7706061801']"
346,5406744828,['F5it'],[]
347,7805546807,[''],[]
348,4716025405,['Thermex Corporation'],[]
349,7705514400,"['LUKOIL', 'ExxonMobil', 'Chevron Corporation', 'BP plc', 'Royal Dutch Shell plc', 'TotalEnergies SE', 'ConocoPhillips', 'Eni SpA', 'Gazprom Neft PJSC', 'Rosneft Oil']",['7425002857']
350,6670285874,['Benzuber'],[]
351,1661014491,"['Prioritet-kzn.ru', 'Yandex Metrika']",[]
352,7704831981,"['Eisai', 'hhc', 'Innovation', 'Information', 'IR']","['7707483789', '7736155711', '9909039594', '6116011034']"
353,2801094519,['Perekrestok'],['7728029110']
354,7708275125,"['Acco Brands', 'AMD', 'Blackview', 'Defender', 'Fellowes', 'Fujitsu', 'GBC', 'GENIUS', 'Intel', 'KATUSHA-IT', 'Keenetic', 'Kensington', 'Krez', 'Lenovo', 'LG', 'Microsoft', 'MICS', 'Neovo', 'NexTouch', 'Nobo']","['3906405410', '7707418412', '3828004112', '7708427258', '7710974353', '7719464413', '5040012354', '7703549291', '5075018950', '7804497723', '7729630243']"
355,7327002626,"['КТЦ Металлоконструкция', 'ITECH.group']",['7327002626']
356,5048035353,"['NanoTech', 'Covestro', 'Дау Изолан']",['3329040242']
357,7733794822,"['Stellary Cosmetics', 'Magnet Cosmetics']",[]
358,6616000619,"['KZTС', 'Почта России', 'DHL', 'Деловые линии', 'ИП Чепкасов', 'LORRI', 'Авиа Карго', 'Google Analytics', 'DPD']","['5022030914', '7724490000', '7707033437', '7826156685', '660407995192', '6663006255', '6670217514', '7713215523']"
359,7718879020,"['Top Flight', 'Rosen Aviation']",[]
360,5027130221,"['Метро Cash & Carry Russia', 'Wildberries', 'Google', 'Yandex.Market']",[]
361,3666092377,"['rusgidro', 'moek', 'tplusgroup', 'sinef-group', 'rosenergoatom', 'interrao', 'quadra']","['2460066195', '7720518494', '7721632827', '2320109650']"
362,7725611120,"['Bosch', 'B/S/H', 'Colgate', 'Ferrero', 'Heineken', 'JDE', 'Sberbank', 'Megafon', 'Pepsico', 'Kimberly Clark', 'X5 Retail', 'Кораблик']","['081400014321', '5044018861', '7707083893', '7812014560', '7733571872', '7726566670']"
363,7743003117,"['TNT', 'FedEx', 'myTNT', 'Apple iTunes', 'Google Play Store']",['7703171771']
364,7718141748,"['Varta', 'Yuasa', 'Trafigura']","['7743325107', '9909095415', '7704839652']"
365,7726690318,"['Allergan', 'Merz', 'Prollenium', 'Premierpharm', 'Mentor', 'Aspen', 'Heel', 'Akrichin', 'NOON', 'Bellarti']","['7709771398', '4401065154', '7709764070', '7708363237', '7703812312', '7714415356', '3900008030']"
366,1216022150,"['Reg.ru', 'Reg.ru']","['6312068502', '6312068502']"
367,5260138465,"['Freudenberg Performance Materials', 'Freudenberg Gruppe', 'Sealing Technologies', 'Oil & Gas Technologies', 'EagleBurgmann', 'Freudenbergmedical', 'Vibracoustic']",[]
368,4802010032,"['ЧСЗ', 'ЧСЗиК', 'ЧСЗ-ЛИПЕЦК']","['4802010032', '4802010032']"
369,7722747203,"['TTM-CENTR', 'TSENTRTEHMASH']",['7719743826']
370,6229009163,"['TKPO-RYAZAN', 'ИП «Гуськов»']",['027503060322']
371,7804525900,['Скала'],['3664009937']
372,7710209063,"['Фили Бейкер', 'Пятерочка', 'Авоська']","['7710209063', '6907009824', '8603132040']"
373,105030468,['Adygregiongaz'],[]
374,7707577980,"['GlobalDRC', 'R.O.C.S.']",['1607001046']
375,7723518245,"['Yandex', 'Fancybox']",[]
376,265037983,"['ОЗНА-Измерительные системы', 'НПП ОЗНА-Инжиниринг', 'ОЗНА-Диджитал солюшнс']","['0265037983', '0278096217', '0275056840']"
377,5507244388,"['Федеральная кадастровая палата Росреестра', 'Министерство имущественных отношений Омской области', 'Министерство юстиции Республики Казахстан']","['7705401340', '5503079101']"
378,7705251790,"['Бюджетный носк', 'Элитный носк', 'Интертекс']",['7722491424']
379,2364001043,"['Uralchem', 'Kuibishevazot', 'MTSB', 'Phosagro', 'Minudo', 'Eurochem', 'N-Azot']","['7702045051', '3627000397']"
380,7455027496,"['Mazda Credit', 'Mazda Insurance', 'Запчасти']",['7743259052']
381,7107029245,"['Bosch', 'Baxi', 'Ariston', 'Vaillant', 'Siberia', 'Navien', 'Protherm']","['081400014321', '2632072356', '4703066115', '7841330546', '5405954452', '7727810226']"
382,5406976321,"['VTB Capital', 'RZD', 'railway.ge', 'railturkey.org', 'ady.az', 'railways.kz', 'Carboone', 'Modumtrans', 'am-tr.ru', 'stroyservis.com', 'top-prom.ru', 'alliance-logistics']","['6164295724', '6623074298']"
383,3123184434,"['Avetra', 'Sanofi', 'AstraZeneca', 'Novo Nordisk', 'Baxter']","['3917508129', '7705018169', '7729427770']"
384,7736540833,"['Vankorneft', 'ГП Надым', 'ГП ННГ', 'ГП Ноябрьск', 'Газпром переработка', 'Газпром трансгаз Сургут', 'СибурТюменьГаз', 'Запсибтрансгаз']","['2437261631', '8903014746', '8905016700', '1102054991', '8617002073', '7202116628', '8603166755']"
385,7415069926,"['GIRD-Автофургон', 'Мизатеф', 'ЗСТ ГИРD', 'Яндекс', 'Google', '2ГИС', 'Фламп', 'Yell.ru', 'Zoon.ru', 'YouTube']","['7415069926', '7415066019', '7415105740', '7736207543', '0572023439', '7730277745']"
386,1652023130,"['ЧИСТОПОЛЬСКИЙ', 'ЗРМ', 'предприятие']","['1652001217', '7404006593', '7743384198']"
387,7730016670,"['Angara SOC', 'Angara SOC', 'Angara SOC', 'Ангара Ассистанс']","['3851003639', '3851003639', '3851003639', '7730208170']"
388,5321128019,"['Agrohimbaza', 'Фосагро', 'Уралхим', 'Уралкалий', 'Тольяттиазот', 'Сибирский Деловой Союз', 'ЕвроХим', 'АКРОН', 'Алтай-кокс', 'Куйбы']","['5321150960', '7736216869', '7703647595', '5911029807', '6320004728', '4205069963', '7721230290', '5321029508', '2205001753', '6323085860']"
389,9705132362,"['Rosavtodor', 'Трансмост', 'Мосгортранс', 'ГКДТ', 'МОЭК', 'Росжелдор', 'РЖД']","['3528064248', '7809016494', '5190002732', '7727299675', '7720518494', '7708587910', '7708503727']"
390,533001760,['PAO RusHydro'],[]
391,7812022931,"['Abbott Vascular', 'Merit Medical', 'SMT', 'Bard', 'Penumbra', 'InspireMD', 'Getinge', 'ВИННЕР-МЕД', 'Molnlycke Health Care', 'LivaNova', 'Ziehmimaging', 'BAL']","['4703116239', '6671306887', '860300124783', '7725089827', '7718003106', '7813171615']"
392,2223623683,"['МитПром', 'Алтайский край']","['2223623683', '2203004974']"
393,7813230814,"['Crystals', 'Nimax']",[]
394,7710553010,"['Agro-Import', 'Agro-Import', 'Agro-Import', 'Agro-Import', 'Agro-Import', 'Agro-Import', 'Agro-Import', 'Agro']","['6312137026', '6312137026', '6312137026', '6312137026', '6312137026', '6312137026', '6312137026', '3913501820']"
395,1650079031,['Челны Холод'],['1650079031']
396,7706514177,"['FRESCO', 'Great BEAN', 'Черный Парус', 'ULISS', 'Здравник', 'Целебник']","['2636050032', '5405409753', '5906088959', '1400016367']"
397,7724405942,"['Потолочные системы', 'Настенные покрытия', 'Напольные покрытия', 'Фальшпол', 'Сухие смеси', 'Теплоизоляция', 'Чистые помещения', 'Вентилируемые фаса']","['0278933786', '7708420125', '2511079886', '7731535621', '7737111717', '0266019095', '7725260094', '7017458930']"
398,5047077270,"['PakSmet', 'Paksmet.ru']",['7712109441']
399,7719614965,"['Landsail', 'Sentury Tire', 'Nokian Tyres', 'Volkswagen', 'Tesla', 'SEMA', 'Verde Wheels']","['5042059767', '6686055682', '9705125781']"
400,7714391842,"['Fujifilm', 'Fujifilm (Healthcare)', 'Fujifilm (Business)', 'Fujifilm Corporation']",[]
401,7203058440,"['Gazprom', 'Газпром межрегионгаз', 'АО Газпром газораспределение', 'АО Строительное управление Север', 'АО Торгово-сервисный центр Север']","['7744001497', '5003021311', '7838306818', '7215003283', '7205003326']"
402,7701573387,"['Posterscope', 'Uncommon', 'Total Media', 'Hiscox']",['7743826086']
403,7414000657,"['Mgnteplo', 'gosuslugi', 'zakupki', 'tarif74', 'magnitogorsk', 'im.gov']","['5050088602', '2460040655', '7414003633', '7805623730']"
404,7704814760,"['Sonar', 'RMC\\_rubezh', 'RUBEZH\\_Security\\_systems', 'rubezh\\_security\\_systems', 'Dzen.ru', 'Google Play', 'Apple Store']",['7820337050']
405,7704814760,"['Sonar', 'RMC\\_rubezh', 'RUBEZH\\_Security\\_systems', 'rubezh', 'SonarPro', 'Rubezh\\_security\\_systems', 'Rubezh\\_assistant']","['7820337050', '7705122392', '7726461861']"
406,4725006920,['Sibylla'],[]
407,7802309759,"['DV Trading', 'Алитет', 'Art Bakery', 'Инагро', 'Лейпуриен Тукку', 'Ингредиенты Поволжья', 'Нижегородский хлеб', 'ТРИЭР']","['3666012759', '1608008990', '7814079644', '6318147983', '7722255748', '3302012738']"
408,6163143983,"['Everest', 'HOT HoReCa']",['6319100522']
409,6230054957,"['ERA', 'DICITI', 'EVECS', 'AURAMAX', 'AURA']","['6316237712', '7730517394']"
410,2636052865,"['ФАРМ-ТРЭЙД', 'Преимущества сотрудничества', 'ДОКУМЕНТЫ О ДЕЯТЕЛЬНОСТИ', 'Карьера', 'Наши партнеры']","['4230007128', '4029018696', '7720757809']"
411,5252013092,['ATK-Pro'],['7111013181']
412,5612164639,['НТЭСК'],['5612164639']
413,7455006584,"['Цинк', 'Катанка медная', 'Катанка алюминиевая']","['9307012877', '7451400879']"
414,411117534,['Zenith'],['7804699230']
415,5408156204,"['Gerkules', 'Academia Gerkules', 'Gerkules-Sibir']","['5020002781', '5408156204']"
416,7603003445,"['Силуэт', 'Perspektiva']","['8905046133', '7814313164']"
417,7810701046,"['Polar Star', 'Promo Polar Star', 'Polar Star Alm', 'Polar Star Ru', 'Polar Star En', 'Polar Star Cn']","['7716865590', '9909065202']"
418,265004219,"['ОЗНА', 'ОЗНА-Измерительные системы', 'НПП ОЗНА-Инжиниринг', 'ОЗНА-Диджитал солюшнс']","['0275063728', '0265037983', '0278096217', '0275056840']"
419,6027173812,"['МегаХолод', 'ОАО «Великолукский мясокомбинат»', 'Лента', 'Slogo']","['3123216710', '6025009824', '7814148471', '540618511039']"
420,6662085825,"['Фиера', 'Blum', 'Vauth-sagel', 'Schueco', 'Agoform']","['6662085825', '5402064349']"
421,3905059133,['Sovietskaya Bumaga'],[]
422,7709971326,"['KLS-Trade', 'Интерскол', 'МЭЩИНСТОР ТРЕЙД', 'Ситибанк', 'Барклайс', 'ВТБ', 'РИГ Инвестиционный Фонд', 'АО «ИНТЕРСКОЛ»', 'ООО «Бы»']","['1646037127', '7710401987', '5190023845', '7702070139', '9701044958', '7707420122']"
423,2439001011,[''],[]
424,7839350305,"['Aquana', 'Geberit', 'Grohe', 'Kludi', 'Roca', 'Jika', 'Santek', 'Aquaton', 'Aquanika', 'Kolo', 'IS', 'Ravak', 'JD']","['7702847312', '9707010497', '9909199647', '7708138190', '5022013517', '0274910298', '7816698270', '7729011758']"
425,7451408162,['WB\\_Gallery'],[]
426,250005763,['Andreas Sofocleous Group'],[]
427,7725718602,"['Lacalut', 'Dr. Theiss', 'Medipharma', 'Dolgit']",['910301009960']
428,6109001282,['Davyдовські Простори'],[]
429,5032085920,[''],[]
430,6316059876,['ПРАНАФАРМ'],['6316059876']
431,7703578870,"['Салют', 'Объединение Салют']","['5402509566', '7703383688']"
432,3528096730,"['Честные весы', 'Деньги сразу', 'Помощь грузчиков', 'Вывезем сами', 'Ломообрабатывающее предприятие', 'Норд Стил']","['6454074861', '3528096730']"
433,7725339890,"['Waviot', 'Auth', 'Careers', 'Partners']","['3662138285', '9909312109', '9703175681']"
434,7830002705,"['AIV', 'EUROMILK', 'SFOGGIA', 'ROTOR', 'AGRIWORLD', 'Raju']","['7810163084', '2225008370']"
435,6316060656,"['Самара-Волгоэлектромонтаж', 'Военэлектромонтаж', 'Военэлектрострой', 'Военэлектромонтаж УВЭР']",['6316060656']
436,5911058276,"['СК Химспецстрой', 'Интернет проекты', 'ЗА ЧЕСТНЫЙ БИЗНЕС', 'ИП59.ru', 'Пермский край', 'Минстрой']","['5911058276', '7811090248', '3651010068', '5902198460', '3257014554']"
437,5603007580,"['Gazprom', 'Rosneft', 'Tatneft', 'Rusneft', 'Gazprom Neft']","['7744001497', '7706107510', '1644003838', '9704088304', '0266048970']"
438,6164220870,"['Logitech', 'Microsoft', 'Intel', 'Adobe', 'NVIDIA', 'AMD', 'ASUS', 'Lenovo', 'Dell', 'HP', 'Samsung', 'Apple', 'Sony', 'Acer', 'Toshiba', 'Qualcomm', 'Lenovo Legion', 'MSI', 'Kingston', 'Seagate', 'Cru']","['5261108576', '7710974353', '250203357691', '9909097807', '3906405410', '2309067371', '7703549291', '7709201077', '7704759686', '7703608910', '7707767220', '6732009972', '9909168705', '7704586867', '7708000794', '9727008288', '7810684055']"
439,7805045230,"['Avtokran Arenada', 'HAULOTTE', 'DINO LIFT', 'JLG', 'Genie', 'Magni', 'Liebherr']","['5047257949', '7414003633']"
440,7726630252,"['Poni na Fasone', 'Prokachka dlya sobachki', 'Crashfest Moto', 'Neotrack', 'Funlockets', 'Blockformers', 'Druzhok', 'Tryuk Trek', 'Monstr v Kube', 'Push Plyush', 'Transcar Double']",['5263150196']
441,7751063720,['Maytoni'],['7449149231']
442,3525249850,"['SITRAK', 'LiuGong', 'FAW', 'Шинный центр', 'SCANIA', 'Учебный центр']","['5047287252', '6168011067', '3663114255']"
443,5008023104,"['Alros', 'Alros']","['1433000147', '1433000147']"
444,5261098663,['Nizhecologia-nn'],[]
